Timestamp,Time of Day (min),Weather ID (#),Model,Label,Confidence (%),Size (px^2),AEB (bool),DTC (m),Throttle (%),Steering (%),Brake (%),Handbrake (%),PosX (m),PosY (m),PosZ (m),RotX (rad),RotY (rad),RotZ (rad),Collisions (#)
2024-03-10 01:14:10,360,6,yolov2-tiny,,0.0,,0,73.08716097920347,0.0,0.0,0.0,0.0,519.84,-18.52,348.8,0.0,-0.005,2.094,0
2024-03-10 01:14:12,360,6,yolov2-tiny,,0.0,,0,73.0837802046391,0.25,0.0,0.0,0.0,519.838,-18.517,348.794,0.019,6.279,2.094,0
2024-03-10 01:14:13,360,6,yolov2-tiny,,0.0,,0,73.07859522459366,0.25,0.0,0.0,0.0,519.836,-18.512,348.79,0.016,6.278,2.094,0
2024-03-10 01:14:14,360,6,yolov2-tiny,,0.0,,0,73.06454688150747,0.25,0.0,0.0,0.0,519.827,-18.501,348.791,0.013,6.278,2.094,0
2024-03-10 01:14:15,360,6,yolov2-tiny,,0.0,,0,73.04340144051346,0.25,0.0,0.0,0.0,519.816,-18.483,348.793,0.016,6.278,2.094,0
2024-03-10 01:14:15,360,6,yolov2-tiny,,0.0,,0,73.01539565735433,0.25,0.0,0.0,0.0,519.805,-18.457,348.793,0.015,6.278,2.095,0
2024-03-10 01:14:16,360,6,yolov2-tiny,,0.0,,0,72.97448322530283,0.25,0.0,0.0,0.0,519.782,-18.423,348.793,0.015,6.278,2.095,0
2024-03-10 01:14:18,360,6,yolov2-tiny,,0.0,,0,72.92650959699085,0.25,0.0,0.0,0.0,519.757,-18.382,348.793,0.015,6.278,2.095,0
2024-03-10 01:14:20,360,6,yolov2-tiny,,0.0,,0,72.83611325434656,0.25,0.0,0.0,0.0,519.713,-18.303,348.794,0.015,6.277,2.095,0
2024-03-10 01:14:21,360,6,yolov2-tiny,,0.0,,0,72.76310213288053,0.25,0.0,0.0,0.0,519.676,-18.24,348.794,0.015,6.277,2.095,0
2024-03-10 01:14:23,360,6,yolov2-tiny,,0.0,,0,72.68126084486975,0.25,0.0,0.0,0.0,519.637,-18.168,348.795,0.015,6.276,2.095,0
2024-03-10 01:14:25,360,6,yolov2-tiny,,0.0,,0,72.53830034540373,0.25,0.0,0.0,0.0,519.564,-18.045,348.796,0.014,6.276,2.095,0
2024-03-10 01:14:26,360,6,yolov2-tiny,,0.0,,0,72.43095996188369,0.25,0.0,0.0,0.0,519.512,-17.951,348.796,0.014,6.275,2.095,0
2024-03-10 01:14:28,360,6,yolov2-tiny,,0.0,,0,72.31266869643245,0.25,0.0,0.0,0.0,519.452,-17.849,348.797,0.013,6.275,2.095,0
2024-03-10 01:14:29,360,6,yolov2-tiny,,0.0,,0,72.11613196781981,0.25,0.0,0.0,0.0,519.355,-17.678,348.799,0.012,6.274,2.095,0
2024-03-10 01:14:31,360,6,yolov2-tiny,,0.0,,0,71.89442908181415,0.25,0.0,0.0,0.0,519.244,-17.486,348.801,0.012,6.273,2.095,0
2024-03-10 01:14:33,360,6,yolov2-tiny,,0.0,,0,71.73412095369957,0.25,0.0,0.0,0.0,519.164,-17.347,348.802,0.012,6.273,2.095,0
2024-03-10 01:14:36,360,6,yolov2-tiny,,0.0,,0,71.47309388853962,0.25,0.0,0.0,0.0,519.035,-17.12,348.805,0.012,6.272,2.095,0
2024-03-10 01:14:38,360,6,yolov2-tiny,,0.0,,0,71.28312202758798,0.25,0.0,0.0,0.0,518.939,-16.956,348.807,0.012,6.271,2.095,0
2024-03-10 01:14:41,360,6,yolov2-tiny,,0.0,,0,70.98094539381677,0.25,0.0,0.0,0.0,518.79,-16.693,348.81,0.012,6.27,2.095,0
2024-03-10 01:14:43,360,6,yolov2-tiny,,0.0,,0,70.76403864251954,0.25,0.0,0.0,0.0,518.68,-16.506,348.813,0.012,6.269,2.095,0
2024-03-10 01:14:45,360,6,yolov2-tiny,,0.0,,0,70.53846749823818,0.25,0.0,0.0,0.0,518.57,-16.309,348.816,0.012,6.268,2.095,0
2024-03-10 01:14:47,360,6,yolov2-tiny,,0.0,,0,70.29908728425995,0.25,0.0,0.0,0.0,518.448,-16.103,348.82,0.012,6.267,2.095,0
2024-03-10 01:14:49,360,6,yolov2-tiny,,0.0,,0,70.05104268317498,0.25,0.0,0.0,0.0,518.326,-15.887,348.824,0.011,6.266,2.095,0
2024-03-10 01:14:52,360,6,yolov2-tiny,,0.0,,0,69.65628087258175,0.25,0.0,0.0,0.0,518.127,-15.546,348.83,0.009,6.265,2.095,0
2024-03-10 01:14:54,360,6,yolov2-tiny,,0.0,,0,69.24013365816099,0.25,0.0,0.0,0.0,517.92,-15.185,348.838,0.01,6.264,2.095,0
2024-03-10 01:14:55,360,6,yolov2-tiny,,0.0,,0,68.9488751249794,0.25,0.0,0.0,0.0,517.774,-14.933,348.844,0.009,6.263,2.095,0
