Node Name,CPU Cores,CPU Usage (%),Memory Usage (MiB),Memory Usage (%),GPU Index,GPU Name,GPU Usage (%),GPU Memory Usage (%),GPU Memory Total (MiB),GPU Memory Usage (MiB),GPU Power Usage (W)
tw0004.dev.rcd.clemson.edu,47801,74,62332,24,0,NVIDIA A100 80GB PCIe,100,2,81920,18134,149.44
tw0004.dev.rcd.clemson.edu,47801,74,62332,24,0,NVIDIA A100 80GB PCIe,100,2,81920,18157,145.11
tw0004.dev.rcd.clemson.edu,47801,74,62332,24,0,NVIDIA A100 80GB PCIe,100,2,81920,18150,148.75
tw0004.dev.rcd.clemson.edu,38673,60,65968,25,0,NVIDIA A100 80GB PCIe,100,1,81920,18349,149.53
tw0004.dev.rcd.clemson.edu,38673,60,65968,25,0,NVIDIA A100 80GB PCIe,100,2,81920,18318,137.52
tw0004.dev.rcd.clemson.edu,29375,45,67910,26,0,NVIDIA A100 80GB PCIe,100,2,81920,18307,140.46
tw0004.dev.rcd.clemson.edu,29375,45,67910,26,0,NVIDIA A100 80GB PCIe,100,1,81920,18294,146.50
tw0004.dev.rcd.clemson.edu,29375,45,67910,26,0,NVIDIA A100 80GB PCIe,100,1,81920,18270,152.72
tw0004.dev.rcd.clemson.edu,31798,49,69045,26,0,NVIDIA A100 80GB PCIe,100,2,81920,18266,154.08
tw0004.dev.rcd.clemson.edu,31798,49,69045,26,0,NVIDIA A100 80GB PCIe,100,2,81920,18282,149.90
tw0004.dev.rcd.clemson.edu,31798,49,69045,26,0,NVIDIA A100 80GB PCIe,100,2,81920,18262,146.98
tw0004.dev.rcd.clemson.edu,31798,49,69045,26,0,NVIDIA A100 80GB PCIe,100,2,81920,18270,144.29
tw0004.dev.rcd.clemson.edu,28123,43,70547,27,0,NVIDIA A100 80GB PCIe,100,2,81920,18270,143.89
tw0004.dev.rcd.clemson.edu,28123,43,70547,27,0,NVIDIA A100 80GB PCIe,100,2,81920,18278,147.56
tw0004.dev.rcd.clemson.edu,28463,44,71063,27,0,NVIDIA A100 80GB PCIe,100,2,81920,18258,146.14
tw0004.dev.rcd.clemson.edu,28463,44,71063,27,0,NVIDIA A100 80GB PCIe,100,2,81920,18265,149.65
tw0004.dev.rcd.clemson.edu,28237,44,72120,28,0,NVIDIA A100 80GB PCIe,100,2,81920,18247,146.78
tw0004.dev.rcd.clemson.edu,28272,44,72668,28,0,NVIDIA A100 80GB PCIe,100,2,81920,18283,157.57
tw0004.dev.rcd.clemson.edu,28492,44,73693,28,0,NVIDIA A100 80GB PCIe,100,2,81920,18290,149.47
