Node Name,CPU Cores,CPU Usage (%),Memory Usage (MiB),Memory Usage (%),GPU Index,GPU Name,GPU Usage (%),GPU Memory Usage (%),GPU Memory Total (MiB),GPU Memory Usage (MiB),GPU Power Usage (W)
tw0004.dev.rcd.clemson.edu,8080,12,16663,6,0,NVIDIA A100 80GB PCIe,0,0,81920,15774,46.91
tw0004.dev.rcd.clemson.edu,8080,12,16663,6,0,NVIDIA A100 80GB PCIe,100,1,81920,16932,142.84
tw0004.dev.rcd.clemson.edu,8080,12,16663,6,0,NVIDIA A100 80GB PCIe,100,1,81920,17496,142.35
tw0004.dev.rcd.clemson.edu,17655,27,50072,19,0,NVIDIA A100 80GB PCIe,100,2,81920,17902,139.32
tw0004.dev.rcd.clemson.edu,17655,27,50072,19,0,NVIDIA A100 80GB PCIe,100,2,81920,18049,135.06
tw0004.dev.rcd.clemson.edu,26442,41,59785,23,0,NVIDIA A100 80GB PCIe,100,2,81920,18055,136.88
tw0004.dev.rcd.clemson.edu,54830,85,64544,25,0,NVIDIA A100 80GB PCIe,100,1,81920,18083,139.08
tw0004.dev.rcd.clemson.edu,54830,85,64544,25,0,NVIDIA A100 80GB PCIe,100,2,81920,18071,133.06
tw0004.dev.rcd.clemson.edu,55516,86,65336,25,0,NVIDIA A100 80GB PCIe,100,2,81920,18082,139.81
tw0004.dev.rcd.clemson.edu,55516,86,65336,25,0,NVIDIA A100 80GB PCIe,100,2,81920,18103,145.27
tw0004.dev.rcd.clemson.edu,55516,86,65336,25,0,NVIDIA A100 80GB PCIe,100,2,81920,18083,139.15
tw0004.dev.rcd.clemson.edu,36153,56,66476,25,0,NVIDIA A100 80GB PCIe,100,1,81920,18086,139.05
tw0004.dev.rcd.clemson.edu,36153,56,66476,25,0,NVIDIA A100 80GB PCIe,100,2,81920,18091,136.67
tw0004.dev.rcd.clemson.edu,27698,43,68124,26,0,NVIDIA A100 80GB PCIe,100,2,81920,18067,140.93
tw0004.dev.rcd.clemson.edu,27698,43,68124,26,0,NVIDIA A100 80GB PCIe,100,2,81920,18031,136.65
tw0004.dev.rcd.clemson.edu,27698,43,68124,26,0,NVIDIA A100 80GB PCIe,100,1,81920,18031,140.43
tw0004.dev.rcd.clemson.edu,27698,43,68124,26,0,NVIDIA A100 80GB PCIe,100,2,81920,18038,150.80
tw0004.dev.rcd.clemson.edu,27844,43,68700,26,0,NVIDIA A100 80GB PCIe,100,2,81920,18031,135.61
tw0004.dev.rcd.clemson.edu,27844,43,68700,26,0,NVIDIA A100 80GB PCIe,100,1,81920,18038,139.94
tw0004.dev.rcd.clemson.edu,27066,42,70149,27,0,NVIDIA A100 80GB PCIe,100,2,81920,18076,142.38
tw0004.dev.rcd.clemson.edu,27066,42,70149,27,0,NVIDIA A100 80GB PCIe,100,1,81920,18113,135.05
tw0004.dev.rcd.clemson.edu,27066,42,70149,27,0,NVIDIA A100 80GB PCIe,100,2,81920,18105,143.43
tw0004.dev.rcd.clemson.edu,27066,42,70149,27,0,NVIDIA A100 80GB PCIe,100,2,81920,18065,133.46
tw0004.dev.rcd.clemson.edu,28083,43,71701,27,0,NVIDIA A100 80GB PCIe,100,2,81920,18065,138.18
tw0004.dev.rcd.clemson.edu,28083,43,71701,27,0,NVIDIA A100 80GB PCIe,100,2,81920,18065,150.30
tw0004.dev.rcd.clemson.edu,28083,43,71701,27,0,NVIDIA A100 80GB PCIe,100,2,81920,18101,140.58
tw0004.dev.rcd.clemson.edu,28083,43,71701,27,0,NVIDIA A100 80GB PCIe,100,2,81920,18093,145.33
tw0004.dev.rcd.clemson.edu,27509,42,72747,28,0,NVIDIA A100 80GB PCIe,100,2,81920,18076,138.68
tw0004.dev.rcd.clemson.edu,27509,42,72747,28,0,NVIDIA A100 80GB PCIe,100,2,81920,18073,131.43
tw0004.dev.rcd.clemson.edu,27340,42,73226,28,0,NVIDIA A100 80GB PCIe,100,2,81920,18065,141.22
tw0004.dev.rcd.clemson.edu,27340,42,73226,28,0,NVIDIA A100 80GB PCIe,100,1,81920,18073,134.29
tw0004.dev.rcd.clemson.edu,27803,43,74276,28,0,NVIDIA A100 80GB PCIe,100,1,81920,18058,136.32
tw0004.dev.rcd.clemson.edu,27803,43,74276,28,0,NVIDIA A100 80GB PCIe,100,2,81920,18069,143.12
tw0004.dev.rcd.clemson.edu,27599,43,74768,29,0,NVIDIA A100 80GB PCIe,100,2,81920,18069,146.79
tw0004.dev.rcd.clemson.edu,27655,43,75655,29,0,NVIDIA A100 80GB PCIe,100,1,81920,18073,141.70
tw0004.dev.rcd.clemson.edu,27655,43,75655,29,0,NVIDIA A100 80GB PCIe,100,2,81920,18080,124.86
tw0004.dev.rcd.clemson.edu,27655,43,75655,29,0,NVIDIA A100 80GB PCIe,100,2,81920,18069,145.42
tw0004.dev.rcd.clemson.edu,27655,43,75655,29,0,NVIDIA A100 80GB PCIe,100,2,81920,18069,135.66
tw0004.dev.rcd.clemson.edu,27551,43,76883,29,0,NVIDIA A100 80GB PCIe,100,2,81920,18073,144.74
tw0004.dev.rcd.clemson.edu,27551,43,76883,29,0,NVIDIA A100 80GB PCIe,100,2,81920,18061,141.85
tw0004.dev.rcd.clemson.edu,27520,43,77283,30,0,NVIDIA A100 80GB PCIe,100,1,81920,18061,142.91
tw0004.dev.rcd.clemson.edu,27520,43,77283,30,0,NVIDIA A100 80GB PCIe,100,2,81920,18069,148.51
tw0004.dev.rcd.clemson.edu,27520,43,77283,30,0,NVIDIA A100 80GB PCIe,100,2,81920,18073,137.69
tw0004.dev.rcd.clemson.edu,27520,43,77283,30,0,NVIDIA A100 80GB PCIe,100,2,81920,18065,138.57
tw0004.dev.rcd.clemson.edu,27520,43,77283,30,0,NVIDIA A100 80GB PCIe,100,2,81920,18076,133.91
tw0004.dev.rcd.clemson.edu,27665,43,78121,30,0,NVIDIA A100 80GB PCIe,100,1,81920,18076,149.53
tw0004.dev.rcd.clemson.edu,27665,43,78121,30,0,NVIDIA A100 80GB PCIe,100,2,81920,18065,129.51
tw0004.dev.rcd.clemson.edu,27905,43,78565,30,0,NVIDIA A100 80GB PCIe,100,2,81920,18029,137.45
tw0004.dev.rcd.clemson.edu,27678,43,79762,31,0,NVIDIA A100 80GB PCIe,100,2,81920,18076,133.41
tw0004.dev.rcd.clemson.edu,27678,43,79762,31,0,NVIDIA A100 80GB PCIe,100,2,81920,18065,149.48
tw0004.dev.rcd.clemson.edu,27761,43,80638,31,0,NVIDIA A100 80GB PCIe,100,2,81920,18065,146.94
tw0004.dev.rcd.clemson.edu,27761,43,80638,31,0,NVIDIA A100 80GB PCIe,100,2,81920,18061,143.80
tw0004.dev.rcd.clemson.edu,27761,43,80638,31,0,NVIDIA A100 80GB PCIe,100,2,81920,18073,141.80
tw0004.dev.rcd.clemson.edu,27417,42,81080,31,0,NVIDIA A100 80GB PCIe,100,2,81920,18073,131.16
tw0004.dev.rcd.clemson.edu,27417,42,81080,31,0,NVIDIA A100 80GB PCIe,100,2,81920,18069,148.60
