Node Name,CPU Cores,CPU Usage (%),Memory Usage (MiB),Memory Usage (%),GPU Index,GPU Name,GPU Usage (%),GPU Memory Usage (%),GPU Memory Total (MiB),GPU Memory Usage (MiB),GPU Power Usage (W)
tw0004.dev.rcd.clemson.edu,33777,52,101299,39,0,NVIDIA A100 80GB PCIe,100,2,81920,18142,140.01
tw0004.dev.rcd.clemson.edu,33335,52,102191,39,0,NVIDIA A100 80GB PCIe,100,2,81920,18135,137.10
tw0004.dev.rcd.clemson.edu,33335,52,102191,39,0,NVIDIA A100 80GB PCIe,100,2,81920,18146,147.27
tw0004.dev.rcd.clemson.edu,33335,52,102191,39,0,NVIDIA A100 80GB PCIe,100,2,81920,18157,148.01
tw0004.dev.rcd.clemson.edu,33930,53,102632,39,0,NVIDIA A100 80GB PCIe,100,2,81920,18146,137.85
tw0004.dev.rcd.clemson.edu,33538,52,103524,40,0,NVIDIA A100 80GB PCIe,100,2,81920,18142,144.68
tw0004.dev.rcd.clemson.edu,33538,52,103524,40,0,NVIDIA A100 80GB PCIe,100,2,81920,18157,140.47
tw0004.dev.rcd.clemson.edu,33538,52,103524,40,0,NVIDIA A100 80GB PCIe,100,1,81920,18146,147.38
tw0004.dev.rcd.clemson.edu,33717,52,104794,40,0,NVIDIA A100 80GB PCIe,100,2,81920,18154,137.54
tw0004.dev.rcd.clemson.edu,34499,53,105235,40,0,NVIDIA A100 80GB PCIe,100,2,81920,18154,149.73
tw0004.dev.rcd.clemson.edu,34499,53,105235,40,0,NVIDIA A100 80GB PCIe,100,2,81920,18142,143.03
tw0004.dev.rcd.clemson.edu,34499,53,105235,40,0,NVIDIA A100 80GB PCIe,100,2,81920,18154,137.01
tw0004.dev.rcd.clemson.edu,34499,53,105235,40,0,NVIDIA A100 80GB PCIe,100,2,81920,18135,137.03
tw0004.dev.rcd.clemson.edu,34954,54,106484,41,0,NVIDIA A100 80GB PCIe,100,2,81920,18154,142.21
tw0004.dev.rcd.clemson.edu,34954,54,106484,41,0,NVIDIA A100 80GB PCIe,100,2,81920,18150,144.10
tw0004.dev.rcd.clemson.edu,34954,54,106484,41,0,NVIDIA A100 80GB PCIe,100,2,81920,18154,139.87
tw0004.dev.rcd.clemson.edu,34954,54,106484,41,0,NVIDIA A100 80GB PCIe,100,2,81920,18150,134.35
tw0004.dev.rcd.clemson.edu,34220,53,107458,41,0,NVIDIA A100 80GB PCIe,100,2,81920,18150,119.94
