Timestamp,Time of Day (min),Weather ID (#),Model,Label,Confidence (%),Size (px^2),AEB (bool),DTC (m),Throttle (%),Steering (%),Brake (%),Handbrake (%),PosX (m),PosY (m),PosZ (m),RotX (rad),RotY (rad),RotZ (rad),Collisions (#)
2024-03-10 00:44:12,720,7,yolov3-tiny,,0.0,,0,73.08716097920347,0.0,0.0,0.0,0.0,519.84,-18.52,348.8,0.0,-0.005,2.094,0
2024-03-10 00:44:14,720,7,yolov3-tiny,,0.0,,0,73.0837802046391,0.25,0.0,0.0,0.0,519.838,-18.517,348.794,0.019,6.279,2.094,0
2024-03-10 00:44:17,720,7,yolov3-tiny,,0.0,,0,73.0736714145389,0.25,0.0,0.0,0.0,519.833,-18.508,348.789,0.013,6.278,2.094,0
2024-03-10 00:44:18,720,7,yolov3-tiny,,0.0,,0,73.05558747967193,0.25,0.0,0.0,0.0,519.823,-18.493,348.792,0.015,6.278,2.094,0
2024-03-10 00:44:20,720,7,yolov3-tiny,,0.0,,0,73.01539565735433,0.25,0.0,0.0,0.0,519.805,-18.457,348.793,0.015,6.278,2.095,0
2024-03-10 00:44:22,720,7,yolov3-tiny,,0.0,,0,72.95154724884182,0.25,0.0,0.0,0.0,519.769,-18.404,348.793,0.015,6.278,2.095,0
2024-03-10 00:44:24,720,7,yolov3-tiny,,0.0,,0,72.86933715905478,0.25,0.0,0.0,0.0,519.731,-18.331,348.794,0.015,6.277,2.095,0
2024-03-10 00:44:26,720,7,yolov3-tiny,,0.0,,0,72.80065852037328,0.25,0.0,0.0,0.0,519.694,-18.273,348.794,0.015,6.277,2.095,0
2024-03-10 00:44:29,720,7,yolov3-tiny,,0.0,,0,72.68126084486975,0.25,0.0,0.0,0.0,519.637,-18.168,348.795,0.015,6.276,2.095,0
2024-03-10 00:44:30,720,7,yolov3-tiny,,0.0,,0,72.53830034540373,0.25,0.0,0.0,0.0,519.564,-18.045,348.796,0.014,6.276,2.095,0
2024-03-10 00:44:32,720,7,yolov3-tiny,,0.0,,0,72.37266275327997,0.25,0.0,0.0,0.0,519.482,-17.901,348.797,0.013,6.275,2.095,0
2024-03-10 00:44:34,720,7,yolov3-tiny,,0.0,,0,72.18521478807138,0.25,0.0,0.0,0.0,519.391,-17.737,348.798,0.013,6.274,2.095,0
2024-03-10 00:44:36,720,7,yolov3-tiny,,0.0,,0,71.97007506596056,0.25,0.0,0.0,0.0,519.281,-17.552,348.8,0.012,6.274,2.095,0
2024-03-10 00:44:39,720,7,yolov3-tiny,,0.0,,0,71.73412095369957,0.25,0.0,0.0,0.0,519.164,-17.347,348.802,0.012,6.273,2.095,0
2024-03-10 00:44:41,720,7,yolov3-tiny,,0.0,,0,71.47309388853962,0.25,0.0,0.0,0.0,519.035,-17.12,348.805,0.012,6.272,2.095,0
2024-03-10 00:44:44,720,7,yolov3-tiny,,0.0,,0,71.18503891268163,0.25,0.0,0.0,0.0,518.89,-16.871,348.808,0.012,6.271,2.095,0
2024-03-10 00:44:46,720,7,yolov3-tiny,,0.0,,0,70.8737733579919,0.25,0.0,0.0,0.0,518.735,-16.601,348.812,0.012,6.27,2.095,0
2024-03-10 00:44:49,720,7,yolov3-tiny,,0.0,,0,70.53846749823818,0.25,0.0,0.0,0.0,518.57,-16.309,348.816,0.012,6.268,2.095,0
2024-03-10 00:44:51,720,7,yolov3-tiny,,0.0,,0,70.17593140814019,0.25,0.0,0.0,0.0,518.387,-15.996,348.822,0.011,6.267,2.095,0
2024-03-10 00:44:54,720,7,yolov3-tiny,,0.0,,0,69.79022169330027,0.25,0.0,0.0,0.0,518.194,-15.662,348.828,0.01,6.265,2.095,0
2024-03-10 00:44:56,720,7,yolov3-tiny,,0.0,,0,69.38266579629236,0.25,0.0,0.0,0.0,517.992,-15.308,348.835,0.01,6.264,2.095,0
