Node Name,CPU Cores,CPU Usage (%),Memory Usage (MiB),Memory Usage (%),GPU Index,GPU Name,GPU Usage (%),GPU Memory Usage (%),GPU Memory Total (MiB),GPU Memory Usage (MiB),GPU Power Usage (W)
tw0004.dev.rcd.clemson.edu,55408,86,76137,29,0,NVIDIA A100 80GB PCIe,100,1,81920,18133,141.18
tw0004.dev.rcd.clemson.edu,55547,86,81375,31,0,NVIDIA A100 80GB PCIe,100,1,81920,18148,140.91
tw0004.dev.rcd.clemson.edu,55547,86,81375,31,0,NVIDIA A100 80GB PCIe,100,2,81920,18128,130.29
tw0004.dev.rcd.clemson.edu,55547,86,81375,31,0,NVIDIA A100 80GB PCIe,100,2,81920,18113,123.27
tw0004.dev.rcd.clemson.edu,45475,71,86284,33,0,NVIDIA A100 80GB PCIe,100,2,81920,18113,141.89
tw0004.dev.rcd.clemson.edu,45475,71,86284,33,0,NVIDIA A100 80GB PCIe,100,2,81920,18121,137.74
tw0004.dev.rcd.clemson.edu,39418,61,88307,34,0,NVIDIA A100 80GB PCIe,100,2,81920,18137,145.78
tw0004.dev.rcd.clemson.edu,39418,61,88307,34,0,NVIDIA A100 80GB PCIe,100,2,81920,18136,142.92
tw0004.dev.rcd.clemson.edu,39418,61,88307,34,0,NVIDIA A100 80GB PCIe,100,2,81920,18137,132.88
tw0004.dev.rcd.clemson.edu,36278,56,90029,35,0,NVIDIA A100 80GB PCIe,100,2,81920,18141,139.77
tw0004.dev.rcd.clemson.edu,36278,56,90029,35,0,NVIDIA A100 80GB PCIe,100,2,81920,18136,136.96
tw0004.dev.rcd.clemson.edu,37728,58,91062,35,0,NVIDIA A100 80GB PCIe,100,1,81920,18144,127.23
tw0004.dev.rcd.clemson.edu,37728,58,91062,35,0,NVIDIA A100 80GB PCIe,100,2,81920,18133,138.59
tw0004.dev.rcd.clemson.edu,35813,55,91633,35,0,NVIDIA A100 80GB PCIe,100,2,81920,18140,133.72
tw0004.dev.rcd.clemson.edu,35813,55,91633,35,0,NVIDIA A100 80GB PCIe,100,2,81920,18172,139.51
tw0004.dev.rcd.clemson.edu,35284,55,92614,36,0,NVIDIA A100 80GB PCIe,100,1,81920,18238,138.70
tw0004.dev.rcd.clemson.edu,35284,55,92614,36,0,NVIDIA A100 80GB PCIe,100,2,81920,18234,137.34
tw0004.dev.rcd.clemson.edu,34894,54,93176,36,0,NVIDIA A100 80GB PCIe,100,2,81920,18271,132.90
tw0004.dev.rcd.clemson.edu,35550,55,94201,36,0,NVIDIA A100 80GB PCIe,100,2,81920,18267,133.31
tw0004.dev.rcd.clemson.edu,35550,55,94201,36,0,NVIDIA A100 80GB PCIe,100,2,81920,18316,133.26
tw0004.dev.rcd.clemson.edu,35899,56,94676,36,0,NVIDIA A100 80GB PCIe,100,2,81920,18285,138.99
tw0004.dev.rcd.clemson.edu,35899,56,94676,36,0,NVIDIA A100 80GB PCIe,100,2,81920,18364,131.36
tw0004.dev.rcd.clemson.edu,36535,57,95759,37,0,NVIDIA A100 80GB PCIe,100,2,81920,18361,137.21
tw0004.dev.rcd.clemson.edu,36535,57,95759,37,0,NVIDIA A100 80GB PCIe,100,2,81920,18322,138.91
tw0004.dev.rcd.clemson.edu,35986,56,96270,37,0,NVIDIA A100 80GB PCIe,100,2,81920,18369,137.98
tw0004.dev.rcd.clemson.edu,35986,56,96270,37,0,NVIDIA A100 80GB PCIe,100,2,81920,18357,143.61
tw0004.dev.rcd.clemson.edu,34820,54,97191,37,0,NVIDIA A100 80GB PCIe,100,2,81920,18349,139.02
tw0004.dev.rcd.clemson.edu,34820,54,97191,37,0,NVIDIA A100 80GB PCIe,100,2,81920,18353,137.90
tw0004.dev.rcd.clemson.edu,34318,53,97641,37,0,NVIDIA A100 80GB PCIe,100,2,81920,18353,132.86
tw0004.dev.rcd.clemson.edu,34318,53,97641,37,0,NVIDIA A100 80GB PCIe,100,2,81920,18321,141.91
tw0004.dev.rcd.clemson.edu,33952,53,98493,38,0,NVIDIA A100 80GB PCIe,100,2,81920,18349,145.08
tw0004.dev.rcd.clemson.edu,33952,53,98493,38,0,NVIDIA A100 80GB PCIe,100,2,81920,18321,140.23
